Date,Category,Item,Qty,Product Sales,Discounts,Tax,Gross Sales,Itemisation Type
27/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
27/10/2024,Bear Stick / Bear Brick,Bear Stick - Heart,1,$43.58,-$29.61,$1.42,$15.64,Physical Good
27/10/2024,Sanrio,Mel,1,$39.12,-$30.42,$0.88,$9.73,Physical Good
27/10/2024,Beverages,Drink - SPRITE,1,$2.90,-$1.97,$0.10,$1.05,Physical Good
27/10/2024,None,Capybara - TV,1,$45.45,$0.00,$4.55,$50.00,Physical Good
27/10/2024,Raws/Kaws,Raws - Furry,1,$45.38,$0.00,$4.62,$50.80,Physical Good
27/10/2024,None,Dragon - Baby,1,$37.42,-$12.00,$2.58,$28.45,Physical Good
27/10/2024,Beverages,Drink - COKE,1,$2.72,$0.00,$0.28,$3.05,Physical Good
27/10/2024,None,Capybara - Mother & Child,1,$54.46,$0.00,$5.54,$60.96,Physical Good
27/10/2024,None,Pot Lady 3,1,$51.44,-$16.50,$3.56,$39.12,Physical Good
27/10/2024,Halloween,Halloween - Mel,1,$42.09,-$13.50,$2.91,$32.00,Physical Good
27/10/2024,Raws/Kaws,Raws - OG,1,$45.38,$0.00,$4.62,$50.80,Physical Good
27/10/2024,None,Custom Amount,1,$36.36,$0.00,$3.64,$40.00,
27/10/2024,None,Sleepy Sparkle,1,$37.46,-$12.00,$2.54,$28.00,Physical Good
27/10/2024,Sanrio,Mel,1,$36.36,$0.00,$3.64,$40.00,Physical Good
27/10/2024,Beverages,Drink - WATER,1,$2.72,$0.00,$0.28,$3.05,Physical Good
27/10/2024,None,Gloss Varnish,7,$31.77,$0.00,$3.23,$35.56,Service
27/10/2024,Beverages,Drink - WATER,4,$10.89,$0.00,$1.11,$12.19,Physical Good
27/10/2024,Raws/Kaws,Raws - OG,1,$45.38,$0.00,$4.62,$50.80,Physical Good
27/10/2024,None,Monster small,1,$42.09,-$13.50,$2.91,$32.00,Physical Good
27/10/2024,Beverages,Drink - WATER,2,$5.45,$0.00,$0.55,$6.10,Physical Good
27/10/2024,Halloween,Halloween - Pumpkin Man,1,$45.38,$0.00,$4.62,$50.80,Physical Good
27/10/2024,None,Astronaut,1,$32.74,-$10.50,$2.26,$24.89,Physical Good
27/10/2024,None,Cina – Magician Hat,1,$40.85,$0.00,$4.15,$45.72,Physical Good
27/10/2024,None,Teddy with Tote,1,$37.41,-$12.00,$2.59,$28.45,Physical Good
27/10/2024,None,Capybara - TV,1,$47.74,-$25.51,$2.26,$24.88,Physical Good
27/10/2024,None,Capybara - Donut,1,$47.74,-$25.51,$2.26,$24.88,Physical Good
27/10/2024,None,Bear Holder - A,1,$62.06,-$33.16,$2.94,$32.35,Physical Good
27/10/2024,None,Piggy - Birthday,1,$38.73,-$26.29,$1.27,$13.93,Physical Good
27/10/2024,None,Piggy – Bottle,1,$38.73,-$26.29,$1.27,$13.93,Physical Good
27/10/2024,None,Dino - I Meet You,1,$38.73,-$26.28,$1.27,$13.94,Physical Good
27/10/2024,Sanrio,Pompom,1,$42.97,-$22.96,$2.03,$22.39,Physical Good
27/10/2024,Beverages,Drink - 0 Degree Iced Tea,1,$4.29,-$2.25,$0.21,$2.29,Physical Good
26/10/2024,None,Gloss Varnish,-1,-$4.54,$0.00,-$0.46,-$5.08,Service
26/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
26/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
26/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
26/10/2024,Beverages,Drink - WATER,2,$5.45,$0.00,$0.55,$6.00,Physical Good
26/10/2024,None,Gloss Varnish,1,$4.55,$0.00,$0.45,$5.00,Service
26/10/2024,None,Dino - I Meet You,1,$36.36,$0.00,$3.64,$40.00,Physical Good
26/10/2024,Bear Stick / Bear Brick,Bear Stick - Heart,1,$40.91,$0.00,$4.09,$45.00,Physical Good
26/10/2024,Bear Stick / Bear Brick,Bear Stick - OG,1,$42.14,-$13.50,$2.86,$31.50,Physical Good
26/10/2024,Beverages,Drink - Red Bull,1,$4.55,$0.00,$0.45,$5.00,Physical Good
26/10/2024,None,Dragon - Baby,1,$37.41,-$12.00,$2.59,$28.45,Physical Good
26/10/2024,None,Fox - Nine Tailed,1,$49.92,$0.00,$5.08,$55.88,Physical Good
26/10/2024,None,Monster small,1,$42.09,-$13.50,$2.91,$32.00,Physical Good
26/10/2024,None,Custom Amount,1,$40.85,$0.00,$4.15,$45.72,
26/10/2024,Halloween,Halloween - Bubu Lala,1,$45.38,$0.00,$4.62,$50.80,Physical Good
26/10/2024,SP GIRL - SKULLPANDA,SP - Umbrella,1,$56.12,-$18.00,$3.88,$42.67,Physical Good
26/10/2024,None,Bear Holder - A,1,$59.00,$0.00,$6.00,$66.04,Physical Good
26/10/2024,None,Custom Amount,1,$40.84,$0.00,$4.16,$45.72,
26/10/2024,None,BuBu LaLa,1,$45.38,$0.00,$4.62,$50.80,Physical Good
26/10/2024,None,Bubu Lala - Office Man,1,$42.09,-$13.50,$2.91,$32.00,Physical Good
26/10/2024,Beverages,Drink - WATER,1,$2.84,-$1.32,$0.16,$1.71,Physical Good
26/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
26/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
26/10/2024,None,Gloss Varnish,1,$4.53,$0.00,$0.47,$5.08,Service
26/10/2024,None,Custom Amount,1,$36.31,$0.00,$3.69,$40.64,
26/10/2024,None,Piggy - Queen,1,$37.41,-$12.00,$2.59,$28.44,Physical Good
26/10/2024,Beverages,Drink - SPRITE,1,$2.72,$0.00,$0.28,$3.05,Physical Good
26/10/2024,Beverages,Drink - WATER,1,$2.73,$0.00,$0.27,$3.05,Physical Good
26/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
26/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
26/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
26/10/2024,Raws/Kaws,Raws - Furry,1,$45.38,$0.00,$4.62,$50.80,Physical Good
26/10/2024,None,Custom Amount,1,$46.77,-$15.00,$3.23,$35.56,
26/10/2024,None,Teddy with Tote,1,$38.30,-$21.59,$1.70,$18.71,Physical Good
26/10/2024,None,Dor - Bat,1,$42.27,-$15.41,$2.73,$30.06,Physical Good
26/10/2024,None,Kir,1,$39.32,-$32.59,$0.68,$7.41,Physical Good
26/10/2024,None,Kir,1,$39.04,-$29.41,$0.96,$10.59,Physical Good
26/10/2024,Beverages,Drink - WATER,1,$2.72,$0.00,$0.28,$3.05,Physical Good
26/10/2024,Beverages,Drink - COKE ZERO,1,$2.73,$0.00,$0.27,$3.05,Physical Good
26/10/2024,None,Chicken Mama,1,$37.41,-$12.00,$2.59,$28.45,Physical Good
26/10/2024,None,Chicken Mama,1,$36.31,$0.00,$3.69,$40.64,Physical Good
26/10/2024,Beverages,Drink - COKE ZERO,1,$2.72,$0.00,$0.28,$3.05,Physical Good
26/10/2024,None,Nami,1,$48.41,-$32.79,$1.59,$17.49,Physical Good
26/10/2024,None,Larva,1,$34.22,-$26.56,$0.78,$8.57,Physical Good
26/10/2024,None,Custom Amount,1,$39.11,-$30.36,$0.89,$9.79,
26/10/2024,POP MART Character,Dim Dim,1,$48.41,-$32.79,$1.59,$17.49,Physical Good
26/10/2024,None,Dor - Bat,1,$42.09,-$13.50,$2.91,$32.00,Physical Good
26/10/2024,None,Capybara - Donut,1,$45.38,$0.00,$4.62,$50.80,Physical Good
26/10/2024,Raws/Kaws,Raws - OG,1,$45.38,$0.00,$4.62,$50.80,Physical Good
26/10/2024,None,Astronaut,1,$32.74,-$10.50,$2.26,$24.89,Physical Good
26/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
26/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
26/10/2024,Halloween,Halloween - Pumpkin Man,1,$45.38,$0.00,$4.62,$50.80,Physical Good
26/10/2024,Halloween,Halloween - Cheshire Cat,1,$42.09,-$13.50,$2.91,$32.00,Physical Good
26/10/2024,None,Monster small,1,$40.84,$0.00,$4.16,$45.72,Physical Good
26/10/2024,None,Dino - Baby,1,$36.31,$0.00,$3.69,$40.64,Physical Good
26/10/2024,Couple,Couple - Banana,1,$51.44,-$16.50,$3.56,$39.12,Physical Good
26/10/2024,None,Fox - Nine Tailed,1,$49.92,$0.00,$5.08,$55.88,Physical Good
26/10/2024,None,Capybara - Chicken Hat,1,$45.38,$0.00,$4.62,$50.80,Physical Good
26/10/2024,Sanrio,Mel - Bowtied,1,$42.09,-$13.50,$2.91,$32.00,Physical Good
26/10/2024,None,Astronaut,1,$32.74,-$10.50,$2.26,$24.89,Physical Good
26/10/2024,None,Astronaut,1,$31.77,$0.00,$3.23,$35.56,Physical Good
26/10/2024,Beverages,Drink - COKE ZERO,1,$2.72,$0.00,$0.28,$3.05,Physical Good
26/10/2024,Beverages,Drink - COKE,1,$2.72,$0.00,$0.28,$3.05,Physical Good
26/10/2024,Beverages,Drink - Red Bull,1,$4.54,$0.00,$0.46,$5.08,Physical Good
26/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
26/10/2024,None,Dor - Bat,1,$40.84,$0.00,$4.16,$45.72,Physical Good
26/10/2024,Sanrio,Mel,1,$37.41,-$12.00,$2.59,$28.45,Physical Good
26/10/2024,Sanrio,Kuro -  King,1,$40.85,$0.00,$4.15,$45.72,Physical Good
26/10/2024,Beverages,Drink - WATER,1,$2.86,-$1.50,$0.14,$1.52,Physical Good
26/10/2024,None,Dor - Headphones,1,$45.45,$0.00,$4.55,$50.00,Physical Good
26/10/2024,None,Bubu Lala - Office Man,1,$42.14,-$13.50,$2.86,$31.50,Physical Good
26/10/2024,None,Bowtie Cat - School Girl,1,$45.38,$0.00,$4.62,$50.80,Physical Good
26/10/2024,None,Dor - Fal,1,$42.10,-$13.50,$2.90,$32.00,Physical Good
26/10/2024,Beverages,Drink - COKE ZERO,1,$2.72,$0.00,$0.28,$3.05,Physical Good
26/10/2024,None,Dragon - Baby,1,$39.04,-$29.63,$0.96,$10.54,Physical Good
26/10/2024,None,Rabbit - Strawberry Bag,1,$34.41,-$28.65,$0.59,$6.45,Physical Good
26/10/2024,Beverages,Drink - WATER,1,$2.93,-$2.22,$0.07,$0.79,Physical Good
26/10/2024,Beverages,Drink - WATER,1,$2.72,$0.00,$0.28,$3.05,Physical Good
26/10/2024,None,Teddy with Tote,1,$37.41,-$12.00,$2.59,$28.45,Physical Good
26/10/2024,Sanrio,Pompom,1,$40.85,$0.00,$4.15,$45.72,Physical Good
26/10/2024,None,Ducky Star,1,$42.09,-$13.50,$2.91,$32.00,Physical Good
26/10/2024,None,Ducky Star,1,$40.84,$0.00,$4.16,$45.72,Physical Good
26/10/2024,None,Dino,1,$37.42,-$12.00,$2.58,$28.45,Physical Good
26/10/2024,None,Custom Amount,1,$36.30,$0.00,$3.70,$40.64,
26/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
26/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
25/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
25/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
25/10/2024,Beverages,Drink - WATER,1,$2.72,$0.00,$0.28,$3.05,Physical Good
25/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
25/10/2024,Beverages,Drink - WATER,1,$2.72,$0.00,$0.28,$3.05,Physical Good
25/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
25/10/2024,None,Teddy with Tote,2,$72.61,$0.00,$7.39,$81.28,Physical Good
25/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
25/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
25/10/2024,Beverages,Drink - Banana Milk,2,$6.80,$0.00,$0.70,$7.62,Physical Good
25/10/2024,Beverages,Drink - Red Bull,1,$4.54,$0.00,$0.46,$5.08,Physical Good
25/10/2024,None,Dino - Baby,1,$37.42,-$12.00,$2.58,$28.45,Physical Good
25/10/2024,None,Nami,1,$45.38,$0.00,$4.62,$50.80,Physical Good
25/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
25/10/2024,Halloween,Halloween - Bubu Lala,1,$45.45,$0.00,$4.55,$50.00,Physical Good
25/10/2024,Halloween,Halloween - Mel,1,$42.14,-$13.50,$2.86,$31.50,Physical Good
25/10/2024,None,Astronaut,1,$35.00,-$35.00,$0.00,$0.00,Physical Good
25/10/2024,Raws/Kaws,Raws - OG,1,$50.00,-$50.00,$0.00,$0.00,Physical Good
25/10/2024,Couple,Couple – Resting Bear,1,$50.68,-$8.25,$4.32,$47.50,Physical Good
25/10/2024,None,Dragon - Baby,1,$36.86,-$6.00,$3.14,$34.54,Physical Good
25/10/2024,Stitch,Mitch - Tiger Hat,1,$41.47,-$6.75,$3.53,$38.86,Physical Good
25/10/2024,None,Dino - Baby,1,$36.86,-$6.00,$3.14,$34.54,Physical Good
25/10/2024,None,Larva,1,$32.25,-$5.25,$2.75,$30.23,Physical Good
25/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.00,Service
25/10/2024,None,Gloss Varnish,1,$4.55,$0.00,$0.45,$5.00,Service
25/10/2024,None,Cat - Lady,2,$73.72,-$12.00,$6.28,$69.09,Physical Good
25/10/2024,None,Teddy with Tote,1,$39.07,-$29.95,$0.93,$10.21,Physical Good
25/10/2024,Raws/Kaws,Raws - OG,1,$48.34,-$32.05,$1.66,$18.24,Physical Good
25/10/2024,Sanrio,Mel - Bowtied,1,$40.84,$0.00,$4.16,$45.72,Physical Good
25/10/2024,Beverages,Drink - Yellow Red Bull,1,$4.54,$0.00,$0.46,$5.08,Physical Good
25/10/2024,None,Teddy with Tote,1,$37.46,-$12.00,$2.54,$28.00,Physical Good
25/10/2024,None,Teddy with Tote,1,$36.36,$0.00,$3.64,$40.00,Physical Good
25/10/2024,Sanrio,Mel - Bowtied,1,$40.84,$0.00,$4.16,$45.72,Physical Good
25/10/2024,None,Apple Baby,1,$32.74,-$10.50,$2.26,$24.89,Physical Good
25/10/2024,Beverages,Drink - Yellow Red Bull,1,$4.77,-$2.50,$0.23,$2.54,Physical Good
25/10/2024,Beverages,Drink - WATER,1,$2.86,-$1.50,$0.14,$1.52,Physical Good
25/10/2024,None,Teddy with Tote,1,$37.42,-$12.00,$2.58,$28.45,Physical Good
25/10/2024,None,Custom Amount,1,$45.38,$0.00,$4.62,$50.80,
24/10/2024,None,Apple Baby,1,$31.76,$0.00,$3.24,$35.56,Physical Good
24/10/2024,None,Peach Baby,1,$32.74,-$10.50,$2.26,$24.89,Physical Good
24/10/2024,None,Custom Amount,1,$50.68,-$8.25,$4.32,$47.50,
24/10/2024,None,Gloss Varnish,1,$4.61,-$0.75,$0.39,$4.32,Service
24/10/2024,Beverages,Drink - WATER,1,$2.86,-$1.50,$0.14,$1.52,Physical Good
24/10/2024,None,Monster small,2,$82.93,-$13.50,$7.07,$77.72,Physical Good
24/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
24/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
24/10/2024,Beverages,Drink - Lipton LEMON,1,$4.55,$0.00,$0.45,$5.00,Physical Good
24/10/2024,None,Ducky Star,1,$43.56,-$29.41,$1.44,$15.84,Physical Good
24/10/2024,None,Custom Amount,1,$43.99,-$34.09,$1.01,$11.08,
24/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
24/10/2024,None,Larva - Small B,-1,-$25.28,$8.10,-$1.72,-$18.90,Physical Good
24/10/2024,None,Larva - Small A,-1,-$24.54,$0.00,-$2.46,-$27.00,Physical Good
24/10/2024,None,Hello kitkat,-1,-$45.46,$0.00,-$4.54,-$50.00,Physical Good
24/10/2024,None,Larva - Small A,1,$24.54,$0.00,$2.46,$27.00,Physical Good
24/10/2024,None,Larva - Small B,1,$25.28,-$8.10,$1.72,$18.90,Physical Good
24/10/2024,None,Hello kitkat,1,$45.46,$0.00,$4.54,$50.00,Physical Good
24/10/2024,None,Larva - Small A,1,$24.51,$0.00,$2.49,$27.43,Physical Good
24/10/2024,None,Larva - Small B,1,$24.50,$0.00,$2.50,$27.43,Physical Good
24/10/2024,None,Hello kitkat,1,$45.38,$0.00,$4.62,$50.80,Physical Good
24/10/2024,None,Custom Amount,1,$49.92,$0.00,$5.08,$55.88,
24/10/2024,None,Rabbit - Strawberry Bag,1,$31.77,$0.00,$3.23,$35.56,Physical Good
24/10/2024,Halloween,Halloween - Mel,1,$40.84,$0.00,$4.16,$45.72,Physical Good
23/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
23/10/2024,None,Bowtie Cat - Sailor,1,$45.38,$0.00,$4.62,$50.80,Physical Good
23/10/2024,None,Teddy with Tote,1,$37.42,-$12.00,$2.58,$28.45,Physical Good
23/10/2024,None,Ducky Star,1,$42.09,-$13.50,$2.91,$32.00,Physical Good
23/10/2024,None,SP - Rabbit Trainer,1,$45.38,$0.00,$4.62,$50.80,Physical Good
23/10/2024,Beverages,Drink - Milkis,1,$2.72,$0.00,$0.28,$3.05,Physical Good
23/10/2024,Beverages,Drink - Lipton PEACH,1,$4.54,$0.00,$0.46,$5.08,Physical Good
23/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
23/10/2024,None,Custom Amount,1,$31.82,$0.00,$3.18,$35.00,
23/10/2024,Beverages,Drink - WATER,1,$2.86,-$1.50,$0.14,$1.52,Physical Good
23/10/2024,None,Capybara - TV,1,$46.07,-$7.50,$3.93,$43.18,Physical Good
23/10/2024,None,Monster small,1,$41.47,-$6.75,$3.53,$38.86,Physical Good
23/10/2024,None,Peach Baby,1,$32.25,-$5.25,$2.75,$30.23,Physical Good
23/10/2024,None,Take-home kit,1,$2.72,$0.00,$0.28,$3.05,Physical Good
23/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
23/10/2024,None,Gloss Varnish,1,$4.54,$0.00,$0.46,$5.08,Service
23/10/2024,Halloween,Halloween - Pumpkin Man,1,$45.38,$0.00,$4.62,$50.80,Physical Good
23/10/2024,Halloween,Halloween - Mel,1,$42.09,-$13.50,$2.91,$32.00,Physical Good
23/10/2024,Halloween,Halloween - Cheshire Cat,1,$40.84,$0.00,$4.16,$45.72,Physical Good
23/10/2024,SP GIRL - SKULLPANDA,SP - Hair Clips,1,$50.00,-$50.00,$0.00,$0.00,Physical Good
23/10/2024,None,Custom Amount,1,$27.23,$0.00,$2.77,$30.48,
23/10/2024,Halloween,Halloween - Pumpkin Man,1,$45.38,$0.00,$4.62,$50.80,Physical Good
23/10/2024,None,Bowtie Cat - Sailor,1,$46.77,-$15.00,$3.23,$35.56,Physical Good
23/10/2024,Beverages,Drink - WATER,1,$2.84,-$1.32,$0.16,$1.71,Physical Good
23/10/2024,None,Pot Lady 1,1,$49.92,$0.00,$5.08,$55.88,Physical Good
23/10/2024,None,Pot Lady 2,1,$51.44,-$16.50,$3.56,$39.12,Physical Good
22/10/2024,None,Bowtie Cat - D Hat,1,$36.86,-$6.00,$3.14,$34.54,Physical Good
22/10/2024,None,Dor - Bat,1,$41.47,-$6.75,$3.53,$38.86,Physical Good
22/10/2024,Beverages,Drink - Lipton PEACH,1,$4.54,$0.00,$0.46,$5.08,Physical Good
22/10/2024,Raws/Kaws,Raws - OG,1,$46.07,-$7.50,$3.93,$43.18,Physical Good
22/10/2024,Disney Characters,Dom - Milk Bottle,1,$36.86,-$6.00,$3.14,$34.54,Physical Good
22/10/2024,None,Soy Milk,1,$4.74,-$2.20,$0.26,$2.84,Physical Good
22/10/2024,Bear Stick / Bear Brick,Bear Stick - Heart,1,$40.84,$0.00,$4.16,$45.72,Physical Good
22/10/2024,None,Teddy with Tote,1,$37.41,-$12.00,$2.59,$28.45,Physical Good
22/10/2024,Halloween,Halloween - Mel,1,$40.85,$0.00,$4.15,$45.72,Physical Good
22/10/2024,Raws/Kaws,Raws - OG,1,$45.45,$0.00,$4.55,$50.00,Physical Good
21/10/2024,None,Gloss Varnish,2,$9.09,$0.00,$0.91,$10.00,Service
21/10/2024,Beverages,Drink - Lipton LEMON,2,$9.08,$0.00,$0.92,$10.16,Physical Good
21/10/2024,Sanrio,Pompom,1,$41.52,-$6.75,$3.48,$38.25,Physical Good
21/10/2024,None,Cina – Magician Hat,1,$41.53,-$6.75,$3.47,$38.25,Physical Good
